SERAFINA,4485,65.9
AYA,4482,3.9
BASILISA,4464,71.2
MARIA ALICIA,4457,50.2
CONCEPCIO,4440,66.7
SAIDA,4406,32.1
ERICA,4398,21.3
MELANIA,4380,24.1
PASCUALA,4372,68.2
MARIA MERCE,4362,48.8
MIREN,4343,32.9
SACRAMENTO,4341,61.3
SILVIA MARIA,4316,32.4
SANDRA MARIA,4292,30.1
MARIA CELIA,4286,53.0
MARIA FE,4281,50.4
LUZ MARINA,4260,42.9
MINERVA,4208,22.0
LAILA,4206,22.7
JULIA MARIA,4191,39.7
OLATZ,4188,23.7
MARIA EMILIA,4170,48.3
ANTIA,4159,11.2
GEMA MARIA,4133,29.7
MARIA ALMUDENA,4133,39.3
VICTORIA EUGENIA,4121,37.0
BENEDICTA,4085,68.5
PASTORA,4081,56.8
ANAIS,4079,14.1
NAROA,4045,9.3
LORETO,4039,39.1
FRANCISCA MARIA,4035,43.9
